PC1,PC2,Problem
6719977.901830047,0.00042582324483542155,"v03m1d2C[[0,0,1]]p[[[],[],[1,0,0,0]]]nm0.5np0.5c150s4."
6719977.901830047,0.00042582324483542155,"v03m1d2C[[0,0,1]]p[[[],[],[1,0,0,0]]]nm0.5np0.5c150s3."
6719977.901830047,0.00042582324483542155,"v03m1d2C[[0,0,1]]p[[[],[],[1,0,0,0]]]nm0.5np0.5c150s2."
6719977.901830047,0.00042582324483542155,"v03m1d2C[[0,0,1]]p[[[],[],[1,0,0,0]]]nm0.5np0.5c135s0."
6719977.901830047,0.00042582324483542155,"v03m1d2C[[0,0,1]]p[[[],[],[1,0,0,0]]]nm0.5np0.5c135s1."
6719977.901830047,0.00042582324483542155,"v03m1d2C[[0,0,1]]p[[[],[],[1,0,0,0]]]nm0.5np0.5c135s2."
6719977.901830047,0.00042582324483542155,"v03m1d2C[[0,0,1]]p[[[],[],[1,0,0,0]]]nm0.5np0.5c135s3."
6719977.901830047,0.00042582324483542155,"v03m1d2C[[0,0,1]]p[[[],[],[1,0,0,0]]]nm0.5np0.5c135s4."
6719977.901830047,0.00042582324483542155,"v03m1d2C[[0,0,1]]p[[[],[],[1,0,0,0]]]nm0.5np0.5c135s5."
6719977.901830047,0.00042582324483542155,"v03m1d2C[[0,0,1]]p[[[],[],[1,0,0,0]]]nm0.5np0.5c150s1."
6719977.901830047,0.00042582324483542155,"v03m1d2C[[0,0,1]]p[[[],[],[1,0,0,0]]]nm0.5np0.5c150s0."
6719977.901830047,0.00042582324483542155,"v03m1d2C[[0,0,1]]p[[[],[],[1,0,0,0]]]nm0.5np0.5c135s9."
6719977.901830047,0.00042582324483542155,"v03m1d2C[[0,0,1]]p[[[],[],[1,0,0,0]]]nm0.5np0.5c135s8."
6719977.901830047,0.00042582324483542155,"v03m1d2C[[0,0,1]]p[[[],[],[1,0,0,0]]]nm0.5np0.5c135s7."
6719977.901830047,0.00042582324483542155,"v03m1d2C[[0,0,1]]p[[[],[],[1,0,0,0]]]nm0.5np0.5c165s2."
6719977.901830047,0.00042582324483542155,"v10m1d2C[[0,0,1]]p[[[],[],[8,36,54,27]]]nm0.5np0.5c280s9."
6719977.901830047,0.00042582324483542155,"v10m1d2C[[0,0,1]]p[[[],[],[8,36,54,27]]]nm0.5np0.5c300s7."
6719977.901830047,0.00042582324483542155,"v10m1d2C[[0,0,1]]p[[[],[],[8,36,54,27]]]nm0.5np0.5c300s9."
6719977.901830047,0.00042582324483542155,"v10m1d2C[[0,0,1]]p[[[],[],[8,36,54,27]]]nm0.5np0.5c320s6."
6719977.901830047,0.00042582324483542155,"v03m1d2C[[0,0,1]]p[[[],[],[1,0,0,0]]]nm0.5np0.5c135s6."
6719977.901830047,0.00042582324483542155,"v06m1d2C[[0,1,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c282s4."
6719977.901830047,0.00042582324483542155,"v06m1d2C[[0,1,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c276s9."
6719977.901830047,0.00042582324483542155,"v06m1d2C[[0,1,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c264s7."
6719977.901830047,0.00042582324483542155,"v06m1d2C[[0,1,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c264s9."
6719977.901830047,0.00042582324483542155,"v10m1d2C[[0,0,1]]p[[[],[],[8,36,54,27]]]nm0.5np0.5c200s1."
6719977.901830047,0.00042582324483542155,"v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c260s2."
6719977.901830047,0.00042582324483542155,"v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c260s3."
6719977.901830047,0.00042582324483542155,"v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c260s4."
6719977.901830047,0.00042582324483542155,"v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c260s5."
6719977.901830047,0.00042582324483542155,"v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c260s6."
6719977.901830047,0.00042582324483542155,"v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c300s6."
6719977.901830047,0.00042582324483542155,"v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c300s9."
6719977.901830047,0.00042582324483542155,"v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c320s1."
6719977.901830047,0.00042582324483542155,"v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c280s9."
6719977.901830047,0.00042582324483542155,"v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c280s0."
6719977.901830047,0.00042582324483542155,"v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c240s2."
6719977.901830047,0.00042582324483542155,"v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c200s9."
6719977.901830047,0.00042582324483542155,"v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c220s0."
6719977.901830047,0.00042582324483542155,"v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c220s3."
6719977.901830047,0.00042582324483542155,"v03m1d2C[[0,0,1]]p[[[],[],[1,0,0,0]]]nm0.5np0.5c180s9."
6719977.901830047,0.00042582324483542155,"v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c200s0."
6719977.901830047,0.00042582324483542155,"v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c200s1."
6719977.901830047,0.00042582324483542155,"v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c200s3."
6719977.901830047,0.00042582324483542155,"v06m1d2C[[0,1,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c300s6."
6719977.901830047,0.00042582324483542155,"v07m1d2C[[0,2,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c210s9."
6719977.901830047,0.00042582324483542155,"v06m1d2C[[0,1,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c300s8."
6719977.901830047,0.00042582324483542155,"v07m1d2C[[0,2,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c196s3."
6719977.901830047,0.00042582324483542155,"v06m1d2C[[0,1,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c288s9."
6719977.901830047,0.00042582324483542155,"v06m1d2C[[0,1,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c252s0."
